Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;2012;2013;2014;2015;2016;2017;2018;2019;2020
SZKOLNICTWO;SZKOLNICTWO OGÓLNOKSZTAŁCĄCE;"Licea ogólnokształcące dla młodzieży bez specjalnych (Wymiary: Typy szkół; Wykaz; Gestor)";licea ogólnokształcące dla młodzieży bez specjalnych;ogółem;ogółem;;;ob.;135;135;130;127;130;142;150;;
SZKOLNICTWO;SZKOLNICTWO PODSTAWOWE;"Szkoły podstawowe dla dzieci, młodzieży i dorosłych wg gestora (Wymiary: Typy szkół; Szkoły/Pomieszczenia/Uczniowie; Gestor)";szkoły podstawowe dla dzieci i młodzieży bez specjalnych;ogółem;ogółem;;;ob.;274;282;291;298;301;355;354;;
SZKOLNICTWO;SZKOLNICTWO PONADGIMNAZJALNE I PONADPODSTAWOWE, ZAWODOWE I ARTYSTYCZNE;"Szkoły średnie zawodowe razem (Wymiary: Szkoły; Wykaz)";technika (wraz z ogólnokształcącymi szkołami artystycznymi dającymi uprawnienia zawodowe);ogółem;;;;ob.;88;82;77;63;61;61;60;;
SZKOLNICTWO;SZKOLNICTWO PONADGIMNAZJALNE I PONADPODSTAWOWE, ZAWODOWE I ARTYSTYCZNE;"Szkoły zawodowe wg typu i gestora (Wymiary: Typy szkół; Wykaz; Gestor)";technika dla młodzieży bez specjalnych;ogółem;ogółem;;;ob.;53;53;52;52;52;53;52;;
SZKOLNICTWO;SZKOŁY PONADGIMNAZJALNE I PONADPODSTAWOWE ORAZ POLICEALNE;Zdawalność egzaminów maturalnych (Wymiary: Rodzaj szkół);licea ogólnokształcące;;;;;%;94.7;94.7;92.9;92.1;92.6;91.6;94.3;;
SZKOLNICTWO WYŻSZE;UCZELNIE;Uczelnie, studenci i absolwenci wg powiatów (Wymiary: Wyszczególnienie);uczelnie ogółem;;;;;ob.;81;79;78;76;70;70;71;;
TRANSPORT I ŁĄCZNOŚĆ;DROGI PUBLICZNE POWIATOWE;"Drogi - wskaźniki (Wymiary: Typy dróg; Wskaźniki)";drogi gminne i powiatowe o twardej nawierzchni;na 100 km2;;;;km;369.9;370.4;382.9;385.6;382;387.2;392.1;;
TRANSPORT I ŁĄCZNOŚĆ;POJAZDY;Pojazdy samochodowe i ciągniki - wskaźniki (Wymiary: Wskaźniki);samochody osobowe na 1000 ludności;;;;;szt.;580;598;619.7;648.4;680.8;715.1;749.7;;
TRANSPORT I ŁĄCZNOŚĆ;ŚCIEŻKI ROWEROWE;Długość ścieżek rowerowych (dróg dla rowerów) (Wymiary: Ścieżki rowerowe i bus pasy);ścieżki rowerowe na 100 km2;;;;;km;61.54;69.52;79.75;88.39;95.93;103.96;114.07;;
TRANSPORT I ŁĄCZNOŚĆ;WYPADKI DROGOWE;Wypadki drogowe i ich ofiary - wskaźniki (Wymiary: Wskaźniki);wypadki drogowe na 100 tys. ludności;;;;;osoba;56.6;69;64.3;55.3;52.4;61;62.3;;
TRANSPORT I ŁĄCZNOŚĆ;WYPADKI DROGOWE;Wypadki drogowe i ich ofiary - wskaźniki (Wymiary: Wskaźniki);ofiary śmiertelne na 100 tys. ludności;;;;;osoba;3.45;4.31;3.76;3.45;3.09;2.73;2.43;;
WYCHOWANIE PRZEDSZKOLNE;PRZEDSZKOLA;Wychowanie przedszkole - wskaźniki (Wymiary: Wskaźniki);miejsca w przedszkolach na 1000 dzieci w grupie wieku 3-6 lat;;;;;osoba;;;920.8;839.9;891.3;998.1;1037;;
WYNAGRODZENIA I ŚWIADCZENIA SPOŁECZNE;WYNAGRODZENIA;Przeciętne miesięczne wynagrodzenia brutto (Wymiary: Wyszczególnienie);ogółem;;;;;zł;5077.53;5226.05;5385.8;5591.46;5739.61;6059.04;6432.78;;
